Standardized_SMILES,CMPD_CHEMBLID,CANONICAL_SMILES,RELATION,STANDARD_VALUE,STANDARD_UNITS,PROTEIN_ACCESSION,PREF_NAME,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS
C[C@H]1CCC[C@@H](NC(=O)NC(=O)CCl)[C@@H]1C,CHEMBL1498517,CC1CCCC(NC(=O)NC(=O)CCl)C1C,=,10610,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246.73,2.12,58.2,0
OC1=CC=C(\C=C(/C#N)C(=O)NCCCC2=CC=CC=C2)C=C1O,CHEMBL53898,Oc1ccc(\C=C(/C#N)\C(=O)NCCCc2ccccc2)cc1O,=,6007,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.36,3.22,93.35,0
COC1=CC=C(C=C1OC)C1=NN2C(SC1)=NN=C2C1CCCCC1,CHEMBL1561655,COc1ccc(cc1OC)C2=Nn3c(SC2)nnc3C4CCCCC4,=,7519,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,358.46,4.15,86.83,0
CCCCNC1=NC=C(C(N)=O)C2=C1C1=C(N2)C=CC(F)=C1,CHEMBL1835017,CCCCNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,=,49,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,300.33,3.06,83.8,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCN(CC2)C(=O)CC2=CC=CC=C2F)=NN1,CHEMBL1682383,Cc1cc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)Cc5ccccc5F)n[nH]1,=,4.6,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,434.47,3.45,94.45,0
COC1=CC=CC=C1C1=CC=C2C=NC(NC3=CC=CC(=C3)N3CCOCC3)=NN12,CHEMBL1923575,COc1ccccc1c2ccc3cnc(Nc4cccc(c4)N5CCOCC5)nn23,=,0.35,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,401.46,4.28,63.92,0
CN1CCN(CC1)C1=CC=C(NC2=NC=C3N=C(NC4=CC=CC=C4)N(C4CCCC4)C3=N2)C=C1,CHEMBL2178352,CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CCCC6)c4n3)cc2,=,1200,nM,O60674,Tyrosine-protein kinase JAK2,23116168,J. Med. Chem.,2012,55,23,10685,468.6,5.66,74.14,1
C[C@@H](NC(=O)C1=CNC2=NC=C(N=C12)C1CC1)C(=O)N1CCCC1,CHEMBL2325910,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCCC4,=,121.6,nM,O60674,Tyrosine-protein kinase JAK2,23214979,J. Med. Chem.,2013,56,1,345,327.38,0.91,90.97,0
OC1=CC=CC=C1OCCOC1=CC=CC=C1OCCOC1=CC=CC=C1O,CHEMBL1530569,Oc1ccccc1OCCOc2ccccc2OCCOc3ccccc3O,=,7122,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,382.41,4.58,77.38,0
C(N1CCCCCC1)C1=CNC2=CC=CC=C12,CHEMBL1524240,Cl.C(N1CCCCCC1)c2c[nH]c3ccccc23,=,10710,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,228.33,3.57,19.03,0
O\C(=C/C1=NC2=CC(Cl)=CC=C2OC1=O)C1=CC=CO1,CHEMBL1311354,O\C(=C/C1=Nc2cc(Cl)ccc2OC1=O)\c3occc3,=,8349,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,289.67,3.14,72.03,0
COC1CCN(CC1)C1=NC=CC(NC2=NC=C3C=CN(C(C)C)C3=C2)=N1,CHEMBL3354188,COC1CCN(CC1)c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2,=,718,nM,O60674,Tyrosine-protein kinase JAK2,25383627,J. Med. Chem.,2014,57,23,10176,366.46,3.28,68.09,0
CN1CCN(CC1)C1=CC=C(NC2=NC=C3CN(CCC3=N2)C2=CC(NC(=O)C3=CC(=CC=N3)C(F)(F)F)=CC=C2C)C=C1,CHEMBL3658109,CN1CCN(CC1)c2ccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)c6cc(ccn6)C(F)(F)F)ccc5C)cc2,=,5,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2015,#N/A,#N/A,#N/A,602.65,5.7,89.52,2
FC1=CC=C(F)C(=C1)[C@H]1CCCN1C1=NC2=C(C=NN2C=C1)C(=O)NC1CCC1,CHEMBL3671142,Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3,=,470,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,397.42,3.44,62.53,0
COC1=CC=C(C=C1)C1=CN=C2C(CCC2(C#N)C#N)=C1,CHEMBL1482285,COc1ccc(cc1)c2cnc3c(CCC3(C#N)C#N)c2,=,2067,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,275.3,2.91,69.69,0
C[C@H](NC1=NC(NC2=CN(C)C=N2)=C2C=CN(C3CC3)C2=N1)C1=NC=C(F)C=N1,CHEMBL3116052,C[C@H](Nc1nc(Nc2cn(C)cn2)c3ccn(C4CC4)c3n1)c5ncc(F)cn5,=,27,nM,O60674,Tyrosine-protein kinase JAK2,24359159,J. Med. Chem.,2014,57,1,144,393.42,2.67,98.37,0
CCN(C1CCCCC1)C1=NC=C(C(N)=O)C2=C1C1=C(N2)C=CC(F)=C1,CHEMBL1835029,CCN(C1CCCCC1)c2ncc(C(=O)N)c3[nH]c4ccc(F)cc4c23,=,2700,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,354.42,4.29,75.01,0
CC(C)[C@@H]1C(C#N)C(=N)OC2=C1C(=NN2)C1=CC=C2C=CC=CC2=C1,CHEMBL1334315,CC(C)C1C(=C(N)Oc2[nH]nc(c3ccc4ccccc4c3)c12)C#N,=,3565,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,330.38,3.96,87.72,0
C[C@H](NC1=NC=C2N=CN(C3=NNC(=C3)C3CC3)C2=N1)C1=CC=C(F)C=N1,CHEMBL3659496,C[C@H](Nc1ncc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ccc(F)cn5,=,5,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,364.38,3.1,97.2,0
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CSC(COC\C=C\COCC1=C2)=C3,CHEMBL2035184,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5csc(COC\C=C\COCc2c3)c5,=,17,nM,O60674,Tyrosine-protein kinase JAK2,22339472,J. Med. Chem.,2012,55,6,2623,478.61,4.29,96.98,0
CCN1C(=CC2=C3N(C)C=NC3=C(NC3=NC(C)=C(S3)C(=O)N3CCS(=O)(=O)CC3)N=C12)C(=O)N(C1CC1)C1CC1,CHEMBL3622146,CCn1c(cc2c1nc(Nc3nc(C)c(s3)C(=O)N4CCS(=O)(=O)CC4)c5ncn(C)c25)C(=O)N(C6CC6)C7CC7,=,0.7,nM,O60674,Tyrosine-protein kinase JAK2,26288683,ACS Med. Chem. Lett.,2015,6,8,850,596.72,2.62,171.94,1
CN1CCN(CCOC2=CC=C3NC4=NC=CC(=N4)C4=CC=CC(OCC\C=C\CN(C)CC2=C3)=C4)CC1,CHEMBL1945706,CN1CCN(CCOc2ccc3Nc4nccc(n4)c5cccc(OCC\C=C\CN(C)Cc2c3)c5)CC1,=,220,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,514.66,4.81,65.99,1
O=C1NC2=CC=C(C=C2\C1=C\C1=CC=CN1)C1=CC=CN=C1,CHEMBL323994,O=C1Nc2ccc(cc2/C/1=C/c3ccc[nH]3)c4cccnc4,=,600,nM,O60674,Tyrosine-protein kinase JAK2,16934457,Bioorg. Med. Chem. Lett.,2006,16,21,5633,287.32,2.48,57.78,0
COC1=CC=CC=C1[C@@H](C[N+]([O-])=O)C1=C(N)N(C)C(=O)N(C)C1=O,CHEMBL1326817,COc1ccccc1C(C[N+](=O)[O-])C2=C(N)N(C)C(=O)N(C)C2=O,=,6492,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,334.33,0.84,121.69,0
CN1C\C=C\CCOC2=CC=CC(=C2)C2=CC=NC(NC3=CC=C(Cl)C(C1)=C3)=N2,CHEMBL1945051,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(Cl)c(C1)c4)n3,=,82,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,406.91,5.4,50.28,1
CCNC(=O)C1=C(NC(=C1)C1=CC=NC(N)=N1)C1=CC(Cl)=CC=C1C,CHEMBL3330107,CCNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,=,109,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,355.82,3.68,96.69,0
C[C@H](NC1=CC=C(C(N)=O)C2=C1C1=C(N2)C=C(C=C1)C1=CN=C(N)N=C1)C(C)(C)C,CHEMBL1835041,C[C@H](Nc1ccc(C(=O)N)c2[nH]c3cc(ccc3c12)c4cnc(N)nc4)C(C)(C)C,=,12,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,402.49,3.49,122.71,0
C[C@@H](NC(=O)C1=CNC2=NC=C(N=C12)C1=NN(C)C2=CC(Cl)=CC=C12)C(=O)N1CC(C1)C#N,CHEMBL2376144,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)ccc34)C(=O)N5CC(C5)C#N,=,22,nM,O60674,Tyrosine-protein kinase JAK2,23540648,Bioorg. Med. Chem. Lett.,2013,23,9,2793,462.89,2.01,132.58,0
CN1N=C(C=C1C1=NC2=C(NC3=C2C=CC(=C3)C(=O)N2CCOCC2)C(=C1)C(N)=O)C(F)(F)F,CHEMBL3649636,Cn1nc(cc1c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)C(=O)N5CCOCC5)C(F)(F)F,=,314,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,472.42,2.96,119.13,0
COC1=CC=C(C=C1)C1=CC=CN2N=C(NC3=CN(N=C3)[C@H](C)CO)N=C12,CHEMBL2414536,COc1ccc(cc1)c2cccn3nc(Nc4cnn(c4)[C@H](C)CO)nc23,=,89,nM,O60674,Tyrosine-protein kinase JAK2,23870430,Bioorg. Med. Chem. Lett.,2013,23,17,5014,364.4,2.69,89.5,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=C(C=C1)C(=O)NCCN1C=CN=C1)C1=CC=C(Cl)C(Cl)=C1,CHEMBL3646813,NC(=O)c1cc(cc2c3cc(ccc3[nH]c12)C(=O)NCCn4ccnc4)c5ccc(Cl)c(Cl)c5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,492.36,4.12,105.8,0
CC1=CC=C(Cl)C=C1C1=C(C=C(N1)C1=CC=NC(N)=N1)C(=O)NC1=CC=CC=C1,CHEMBL3330113,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)Nc3ccccc3)c4ccnc(N)n4,=,247,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,403.86,4.9,96.69,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCNCC2)=NN1,CHEMBL1682368,Cc1cc(Nc2nc(nn3cccc23)N4CCNCC4)n[nH]1,=,31,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,298.35,1.75,86.17,0
COC1=CC=C2NC3=NC=CC(=N3)C3=CC=CC(OCC\C=C/COCC1=C2)=C3,CHEMBL2181317,COc1ccc2Nc3nccc(n3)c4cccc(OCCC=CCOCc1c2)c4,=,130,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,389.45,4.45,65.5,0
CCCN(CCC)C1=CC(=NC=N1)C1=C2N=CC=CN2N=C1N,CHEMBL569948,CCCN(CCC)c1cc(ncn1)c2c(N)nn3cccnc23,=,25,nM,O60674,Tyrosine-protein kinase JAK2,19857967,Bioorg. Med. Chem. Lett.,2009,19,23,6529,311.38,2.51,85.22,0
OCCN1C=C(N=N1)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC(=O)NC=C1)C1=CC=C(F)C=C1,CHEMBL3314277,OCCn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5,=,500,nM,O60674,Tyrosine-protein kinase JAK2,24930833,Bioorg. Med. Chem. Lett.,2014,24,15,3412,442.45,3,108.72,0
FC1=CC=C(C=C1)C(=O)OCN1N=CC(Cl)=C(Cl)C1=O,CHEMBL1572967,Fc1ccc(cc1)C(=O)OCN2N=CC(=C(Cl)C2=O)Cl,=,1138,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,317.1,2.33,58.97,0
COC1=CC=C(C=C1)N1N=NN=C1SCC(=O)C1=CC=C(O)C(O)=C1,CHEMBL254255,COc1ccc(cc1)n2nnnc2SCC(=O)c3ccc(O)c(O)c3,=,3336,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,358.37,2.56,135.66,0
O=C1CC\C=C/COC2=CC=CC(=C2)C2=CC=NC(NC3=CC=CC(N1)=C3)=N2,CHEMBL1947158,O=C1CC\C=C/COc2cccc(c2)c3ccnc(Nc4cccc(N1)c4)n3,=,1750,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,372.42,4.03,76.14,0
COC1=CC=C2NC3=NC=CC(=N3)C3=CC=CC(OCC\C=C\CN(C)CC1=C2)=C3,CHEMBL1945050,COc1ccc2Nc3nccc(n3)c4cccc(OCC\C=C\CN(C)Cc1c2)c4,=,280,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,402.49,4.72,59.51,0
NC(=O)C1=CN=C2NC=CC2=C1NC1CCN(CC1)C1=CC=C(N=N1)C#N,CHEMBL3593776,NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4ccc(nn4)C#N,=,12,nM,O60674,Tyrosine-protein kinase JAK2,26071372,Bioorg. Med. Chem.,2015,23,15,4871,362.39,0.99,136.61,0
CC(C)NC(=O)C1=CNC2=NC=C(OC3=CC=C4CC[C@H](NC(C)=O)C4=C3)N=C12,CHEMBL2376339,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@H](NC(=O)C)c4c3)nc12,=,1710,nM,O60674,Tyrosine-protein kinase JAK2,23541670,Bioorg. Med. Chem. Lett.,2013,23,9,2522,393.44,2.17,109,0
CC1=CC=C(NC(=O)CCC(F)(F)F)C=C1N1CCC2=NC(NC3=CC=C(OCCN4CCCC4)C=C3)=NC=C2C1,CHEMBL3658110,Cc1ccc(NC(=O)CCC(F)(F)F)cc1N2CCc3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3C2,=,21,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2015,#N/A,#N/A,#N/A,568.63,5.65,82.62,2
COC1=CC(NC2=NC3=CC=CC(=C3O2)C2=CC=CC(NS(C)(=O)=O)=C2)=CC(OC)=C1OC,CHEMBL1081976,COc1cc(Nc2oc3c(cccc3n2)c4cccc(NS(=O)(=O)C)c4)cc(OC)c1OC,=,150,nM,O60674,Tyrosine-protein kinase JAK2,20138510,Bioorg. Med. Chem. Lett.,2010,20,5,1724,469.51,3.83,120.3,0
COC1=CC=CC(=C1)C1=CC=CC2=NC(NC3=CC=C(C=C3)N3CCN(C)CC3)=NN12,CHEMBL2414546,COc1cccc(c1)c2cccc3nc(Nc4ccc(cc4)N5CCN(C)CC5)nn23,=,53.6,nM,O60674,Tyrosine-protein kinase JAK2,23870430,Bioorg. Med. Chem. Lett.,2013,23,17,5014,414.5,4.75,57.93,0
O=C1NC2=CN=C3NC=CC3=C2N1C1CCNCC1,CHEMBL3593586,O=C1Nc2cnc3[nH]ccc3c2N1C4CCNCC4,=,1300,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,257.29,-0.19,73.05,0
CC1=CC=CC(=C1)N(CC1=CC=CC=C1)C(=O)CCl,CHEMBL1399938,Cc1cccc(c1)N(Cc2ccccc2)C(=O)CCl,=,1631,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,273.76,3.76,20.31,0
CC(C)CNC(=O)C1=C(NC(=C1)C1=CC=NC(N)=N1)C1=CC(Cl)=CC=C1C,CHEMBL3330111,CC(C)CNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,=,384,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,383.87,4.52,96.69,0
NC1=CC2=CC(NC3=NC(=CC=N3)C3=CC(COC\C=C\COC2)=CC=C3)=C1,CHEMBL2181085,Nc1cc2COCC=CCOCc3cccc(c3)c4ccnc(Nc(c1)c2)n4,=,35,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,374.44,3.22,82.29,0
COC1=CC=C(C=N1)C1=CC=C2C=NC(NC3=CC=C(N4CCN(C)CC4)C(Cl)=C3)=NN12,CHEMBL1923590,COc1ccc(cn1)c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nn23,=,0.4,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,449.94,4.6,70.82,0
COCCN1C=C(NC2=NC=C(Cl)C(NCC3=CC=CC(NC(=O)C=C)=C3)=N2)C=N1,CHEMBL3601115,COCCn1cc(Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2)cn1,=,51,nM,O60674,Tyrosine-protein kinase JAK2,26258521,J. Med. Chem.,2015,58,16,6589,427.89,3.06,105.99,0
COC1=CC(NC2=NC3=CC=CC(=C3O2)C2=CC=C3N=CC=CC3=C2)=CC(OC)=C1OC,CHEMBL1081975,COc1cc(Nc2oc3c(cccc3n2)c4ccc5ncccc5c4)cc(OC)c1OC,=,8,nM,O60674,Tyrosine-protein kinase JAK2,20138510,Bioorg. Med. Chem. Lett.,2010,20,5,1724,427.45,5.1,78.64,1
O=C1NC2=CN=C(N=C2N1[C@@H]1CCOC2=CC=CC=C12)N1C=NC2=CC=CC=C12,CHEMBL1079525,O=C1Nc2cnc(nc2N1C3CCOc4ccccc34)n5cnc6ccccc56,=,170,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,384.39,2.96,85.17,0
ClC1=CC=CC2=C1OCC[C@H]2N1C(=O)NC2=CN=C(N=C12)N1C=NC2=CC=CC=C12,CHEMBL1081376,Clc1cccc2C(CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,=,840,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,418.84,3.62,85.17,0
C[C@@H]1CCN(CC2=CC=CC(F)=C2F)C[C@@H]1N(C)C1=C2C=CNC2=NC=N1,CHEMBL1630790,C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c3ncnc4[nH]ccc34,=,1440,nM,O60674,Tyrosine-protein kinase JAK2,21105711,J. Med. Chem.,2010,53,24,8468,371.43,4.19,48.05,0
CCN1C\C(=C\C2=CC=C(OC)C(O)=C2)C(=O)\C(C1)=C\C1=CC=C(OC)C(O)=C1,CHEMBL1459746,CCN1C\C(=C\c2ccc(OC)c(O)c2)\C(=O)\C(=C\c3ccc(OC)c(O)c3)\C1,=,1500,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,395.45,3.74,79.23,0
C[C@@H]1CCCC[C@@H]1NC1=C2C=CNC2=NC=C1C(N)=O,CHEMBL3593761,C[C@@H]1CCCC[C@@H]1Nc2c(cnc3[nH]ccc23)C(=O)N,=,30,nM,O60674,Tyrosine-protein kinase JAK2,26071372,Bioorg. Med. Chem.,2015,23,15,4871,272.35,2.16,83.8,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCN(CC2)C(=O)CC2=CC=C(F)C=C2F)=NN1,CHEMBL1682387,Cc1cc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)Cc5ccc(F)cc5F)n[nH]1,=,2.4,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,452.46,3.66,94.45,0
NC(=O)C1=C(NC(=C1)C1=CC=NC(N)=N1)C1=CC(Cl)=CC=C1Cl,CHEMBL3330122,NC(=O)c1cc([nH]c1c2cc(Cl)ccc2Cl)c3ccnc(N)n3,=,12,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,348.19,3.3,110.68,0
CCC1=CC=CC(OC2=CN=C3NC=C(C(=O)NC(C)C)C3=N2)=C1,CHEMBL2376332,CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,=,1210,nM,O60674,Tyrosine-protein kinase JAK2,23541670,Bioorg. Med. Chem. Lett.,2013,23,9,2522,324.38,3.43,79.9,0
NC1=NNC2=CC=C(C=C12)C1=CC=CC=C1,CHEMBL500779,Nc1n[nH]c2ccc(cc12)c3ccccc3,=,1600,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,209.25,2.78,54.7,0
ClC1=CC=C(C=C1)N1N=NN=C1SC1=C2C=CSC2=NC=N1,CHEMBL1557820,Clc1ccc(cc1)n2nnnc2Sc3ncnc4sccc34,=,2906,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.82,3.86,122.92,0
NC1=NC=C(NC(=O)C2=CC(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=CC=C2Cl)C=C1Cl,CHEMBL475817,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,=,29000,nM,O60674,Tyrosine-protein kinase JAK2,19097792,Bioorg. Med. Chem. Lett.,2009,19,3,1026,469.24,4.31,97.11,0
C1C\C=C\CCOC2=CC=CC(=C2)C2=CC=NC(NC3=CC=CC(O1)=C3)=N2,CHEMBL2181315,C1CC=CCCOc2cccc(c2)c3ccnc(Nc4cccc(O1)c4)n3,=,1200,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,359.42,4.97,56.27,0
CS(=O)(=O)N1CCC(CC1)NC1=C2C=CNC2=NC=C1C(N)=O,CHEMBL3593764,CS(=O)(=O)N1CCC(CC1)Nc2c(cnc3[nH]ccc23)C(=O)N,=,190,nM,O60674,Tyrosine-protein kinase JAK2,26071372,Bioorg. Med. Chem.,2015,23,15,4871,337.4,-0.86,129.56,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)N1CCOCC1)C1=CC=C(OCCN2CCCOCC2)C(Cl)=C1,CHEMBL3649620,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(OCCN6CCCOCC6)c(Cl)c5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,550.05,3.94,105.94,1
COC1=CC(=CC(OC)=C1OC)C1=CN=C2C=CC=C(C3=CC=C(CC(=O)N4CCS(=O)(=O)CC4)C=C3)C2=N1,CHEMBL1093468,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2,=,5.1,nM,O60674,Tyrosine-protein kinase JAK2,20231096,Bioorg. Med. Chem. Lett.,2010,20,8,2609,547.62,3.58,116.3,1
CNCCNC(=O)C1=C(NC(=C1)C1=CC=NC(N)=N1)C1=CC(Cl)=CC=C1C,CHEMBL3330108,CNCCNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,=,44,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,384.86,2.93,108.72,0
COC1=CC=CC=C1C1=CC=C2C=NC(NC3=CC=C(C=C3)N3CCOCC3)=NN12,CHEMBL1923573,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCOCC5)nn23,=,0.23,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,401.46,4.28,63.92,0
COC1=CC=CC=C1C1=CC=C2C=NC(NC3=CC=C(N4CCN(C[C@H](C)O)CC4)C(F)=C3)=NN12,CHEMBL1923579,COc1ccccc1c2ccc3cnc(Nc4ccc(N5CCN(C[C@H](C)O)CC5)c(F)c4)nn23,=,0.5,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,476.55,4.59,78.16,0
C[C@]1(O)CC[C@@H](NC2=C(C=NN3C=CC=C23)C(N)=O)C1(C)C,CHEMBL3359914,C[C@]1(O)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C,=,100,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,302.37,0.97,92.65,0
CNC1=C2N=CN(C)C2=C2C=C(N(C[C@H](O)CO)C2=N1)C(=O)NC1CC1,CHEMBL3622139,CNc1nc2c(cc(C(=O)NC3CC3)n2C[C@H](O)CO)c4c1ncn4C,=,570,nM,O60674,Tyrosine-protein kinase JAK2,26288682,ACS Med. Chem. Lett.,2015,6,8,845,358.39,0.39,117.23,0
FC1=CC=CC(F)=C1CN1C(=O)NC2=CN=C(N=C12)N1C=NC2=CC=C(C=C12)C#N,CHEMBL1079523,Fc1cccc(F)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,=,28,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,403.34,3.35,99.72,0
C[C@H](NC1=NC=C2N=CN(C3=NNC(=C3)C3CC3)C2=N1)C1=NC=C(F)C=N1,CHEMBL3659495,C[C@H](Nc1ncc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5,=,12,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,365.37,2.15,110.09,0
